-0.104305,-0.104211,0.154663,-0.0787065,-0.079115,0.166228,0.178853,0.146009,-0.0976458,0.161761,-0.0863387,-0.083345,0.164264,-0.0755449,-0.0705719,0.180451,0.151507,-0.107745,0.156459,-0.133312,-0.111851,-0.118475,0.195308,-0.127941,0.212353,0.178691,-0.134941,0.192351,-0.103102,-0.130655,-0.119228,0.2006,0.175991,-0.103436,-0.10574,0.187445,0.204087,0.185442,-0.134773,0.197927,-0.100284,0.18837,-0.150311,0.196299,-0.130001,-0.147556,-0.125956,0.180189,-0.136126,-0.115042,0.195314,0.204935,0.189733,-0.131578,-4.81737e-15
-0.164257,-0.154933,0.0502763,-0.163695,-0.0959117,0.0748983,0.0744815,0.0707677,-0.121205,0.0768582,-0.134615,-0.126855,0.0629795,-0.118853,-0.0697358,0.0367342,0.0529617,-0.102629,0.0444128,-0.0992104,-0.0951975,-0.110197,0.0152729,-0.0803571,0.0151996,0.0208429,-0.0829728,0.0318196,-0.0752359,-0.0873397,-0.0786248,0.0197715,0.0181552,-0.0915497,-0.0631203,0.0107799,0.0396518,0.0339093,-0.0758641,0.0135132,-0.0863974,0.0387301,-0.0837408,0.0252095,-0.0808125,-0.0867405,-0.0886481,0.0045038,-0.0832,-0.067966,0.0198492,0.0166452,0.0208881,-0.0854904,-5.9938e-15
-0.150756,-0.132472,0.0959813,-0.148727,-0.0876948,0.0924197,0.123552,0.102594,-0.107972,0.110391,-0.12952,-0.114641,0.0932363,-0.130406,-0.071681,0.0854508,0.097735,-0.113167,0.107335,-0.143325,-0.129949,-0.145621,0.0849653,-0.107305,0.1025,0.0984616,-0.128434,0.0970792,-0.106657,-0.141919,-0.131319,0.0949803,0.0763606,-0.140965,-0.0755651,0.0898621,0.108556,0.0999696,-0.120073,0.0976065,-0.0929248,0.102059,-0.135255,0.112257,-0.122081,-0.133978,-0.124182,0.0573806,-0.137411,-0.0717365,0.0764147,0.0863397,0.0781213,-0.0824589,-5.91542e-15
-0.0683595,-0.0788039,0.0790105,-0.0646404,-0.0356639,0.0873841,0.0740881,0.0970803,-0.0664121,0.0819528,-0.0572833,-0.0473711,0.0657773,-0.0553979,-0.0128389,0.0641271,0.0832288,-0.0204778,0.0783345,-0.0642298,-0.0491419,-0.0679126,0.0731814,-0.0428305,0.0948136,0.090114,-0.0481665,0.102982,-0.0188597,-0.0731649,-0.0681664,0.0866251,0.0655667,-0.075047,0.00162533,0.0643986,0.0805199,0.0893834,-0.0400574,0.0958818,-0.0195274,0.0994829,-0.0641223,0.105765,-0.0345482,-0.0757531,-0.0647174,0.0722479,-0.0716656,-0.000540876,0.0535941,0.0972969,0.0752114,-0.0270089,-3.51677e-15
-0.082867,-0.091104,0.0986481,-0.065732,-0.103815,0.0913274,0.110498,0.0806929,-0.107409,0.0953426,-0.100723,-0.0839019,0.0913068,-0.0675379,-0.0871018,0.112485,0.0937026,-0.112166,0.0882166,-0.109029,-0.0988845,-0.107005,0.0857169,-0.109842,0.0870509,0.0666962,-0.10567,0.0883429,-0.0913399,-0.0980374,-0.0876067,0.0879622,0.0708148,-0.0878406,-0.102831,0.095631,0.0899937,0.0671493,-0.0952228,0.0932687,-0.0911055,0.0796292,-0.0913547,0.0675544,-0.0947188,-0.0850216,-0.0966161,0.0739982,-0.085018,-0.0852774,0.0792975,0.101689,0.0898506,-0.0732159,-4.91248e-15
-0.124377,-0.130643,-0.000932719,-0.126349,-0.104478,0.00293929,0.0133178,0.00303044,-0.111435,0.0101434,-0.107311,-0.124977,-0.0151105,-0.108149,-0.0865905,-0.0264086,-0.0342616,-0.0861254,-0.0193161,-0.116931,-0.124406,-0.112063,-0.0188309,-0.0969655,-0.014982,-0.0176227,-0.105702,-0.0175139,-0.124603,-0.109187,-0.126649,0.0125373,0.00183735,-0.115497,-0.100879,-0.00341585,0.0206738,-0.0130578,-0.112702,-0.00113149,-0.11367,-0.0256569,-0.106235,-0.0181213,-0.0933329,-0.113236,-0.118524,-0.0225033,-0.116413,-0.112271,-0.00837761,0.0110629,-0.00114612,-0.111264,-4.63846e-15
-0.131333,-0.118436,0.0864456,-0.106402,-0.0903174,0.090885,0.096881,0.0745928,-0.117987,0.0963376,-0.111769,-0.122238,0.0730442,-0.124529,-0.0986899,0.0705526,0.0747547,-0.121039,0.0686967,-0.132922,-0.106876,-0.109334,0.0593916,-0.107219,0.092729,0.0607868,-0.108155,0.0611075,-0.105278,-0.112528,-0.091993,0.07629,0.0582825,-0.096467,-0.0825427,0.0536687,0.0709384,0.0602579,-0.104473,0.064788,-0.0856661,0.0763436,-0.0907482,0.0532433,-0.0819442,-0.110649,-0.112045,0.0547845,-0.115837,-0.0771301,0.051532,0.0615183,0.0632336,-0.104713,-5.37204e-15
-0.109412,-0.100221,0.05962,-0.0967748,-0.0899402,0.0508288,0.0811798,0.0533537,-0.10046,0.0583794,-0.0939121,-0.0944886,0.0305739,-0.0795693,-0.0699039,0.0384504,0.0497313,-0.0851463,0.0384329,-0.103403,-0.08521,-0.116447,0.0431717,-0.0974164,0.0431922,0.0337175,-0.0946819,0.0562383,-0.0895308,-0.0928899,-0.0962529,0.0507258,0.0374242,-0.103896,-0.0691329,0.0259369,0.0599311,0.0445161,-0.0809209,0.0377853,-0.0794734,0.068219,-0.0899255,0.0391247,-0.0899124,-0.101345,-0.0935928,0.0108217,-0.118419,-0.0824681,0.0359279,0.0443198,0.044671,-0.0769078,-5.8079e-15
-0.0874557,-0.0719327,0.0666613,-0.0796454,-0.0463769,0.0806724,0.0731203,0.0794031,-0.0586843,0.0829327,-0.0822592,-0.0880074,0.0964888,-0.0793743,-0.056839,0.091338,0.0892079,-0.0968726,0.0973307,-0.140312,-0.119256,-0.140019,0.142899,-0.120893,0.150313,0.146512,-0.142795,0.160369,-0.121229,-0.160945,-0.14044,0.142116,0.1231,-0.147238,-0.0840028,0.128621,0.154792,0.14624,-0.128591,0.149813,-0.108253,0.139513,-0.129848,0.147174,-0.125196,-0.150803,-0.153584,0.0986949,-0.147472,-0.0750612,0.112672,0.130609,0.122347,-0.106361,-3.99659e-15
-0.0808323,-0.0937905,0.0422042,-0.0788615,-0.063668,0.0543075,0.0601871,0.0435213,-0.0799984,0.0583614,-0.083624,-0.0686305,0.0549987,-0.0629743,-0.0704556,0.0514368,0.0575351,-0.072742,0.063247,-0.0809494,-0.0609101,-0.0600425,0.0323977,-0.044396,0.0368872,0.0277828,-0.0409184,0.0274279,-0.0308015,-0.0359403,-0.0378579,0.0168869,0.0173967,-0.0258091,-0.0350517,0.0195285,0.042937,0.0186561,-0.0351156,0.0151609,-0.0235474,0.0134611,-0.0404884,0.0229331,-0.0343759,-0.0415618,-0.0319412,0.0300531,-0.0408825,-0.0322807,0.0168363,0.0326198,0.0244721,-0.0378361,-7.10904e-15
-0.00152715,0.00857256,0.00310479,-0.0234885,0.0108235,0.00312687,0.0249788,-0.00287595,-0.000503335,0.017507,-0.0244301,-0.00682879,0.0201903,-0.00733931,0.0112158,0.0294411,0.0322498,-0.0193346,0.0375969,-0.0346963,-0.0449641,-0.0290152,0.0266635,-0.0211573,0.0360377,0.0119367,-0.0180343,0.0259554,-0.00658263,-0.0246225,-0.0179151,0.0145895,0.0131523,-0.0124106,-0.0103094,0.0306659,0.0221692,0.0131879,-0.00178191,0.0276066,-0.00288285,0.0144927,-0.00397961,0.0192115,-0.0129701,-0.00845152,0.000772048,0.0152913,-0.014603,-0.00164357,0.00807722,0.0316566,0.0122858,0.0267039,-6.78998e-15
-0.0428306,-0.0497003,-0.0285877,-0.0579467,-0.0150442,-0.0377138,-0.0463229,-0.00532686,-0.0269586,-0.0208764,-0.0397599,-0.0514606,-0.0354579,-0.054438,-0.00738714,-0.048899,-0.0436701,-0.0154776,-0.0431496,-0.047462,-0.0319347,-0.0514827,-0.0401097,-0.0127127,-0.0327919,-0.0283119,-0.0206692,-0.0272516,-0.0293357,-0.0375982,-0.0391643,-0.0287253,-0.0176691,-0.050908,-0.0245194,-0.0459565,-0.0245683,-0.0145266,-0.0302295,-0.0176912,-0.046978,-0.00485348,-0.0395171,-0.0129654,-0.0265059,-0.0497604,-0.0485932,-0.0305674,-0.0315557,-0.0182412,-0.0289131,-0.0229158,-0.0245498,-0.0327951,-2.93062e-15
-0.0595852,-0.0442108,0.0420078,-0.0589588,-0.05029,0.0415598,0.0447288,0.042506,-0.0545,0.0442006,-0.0674352,-0.056045,0.055004,-0.0609374,-0.0652589,0.0747684,0.0605103,-0.074241,0.0553792,-0.0752007,-0.0724917,-0.068691,0.0561302,-0.0609371,0.0621313,0.0569764,-0.0837245,0.0576732,-0.065884,-0.0840835,-0.0719689,0.0609622,0.0509978,-0.0608621,-0.0440907,0.0496954,0.0542959,0.0490608,-0.0563696,0.0524206,-0.0557519,0.0413958,-0.0624435,0.0509677,-0.0532078,-0.065151,-0.0614242,0.0648829,-0.0555066,-0.0385385,0.040178,0.0635002,0.0484459,-0.0492148,-3.71022e-15
-0.0453235,-0.0466084,0.00233073,-0.0495054,-0.0422688,0.00365676,0.0108584,-0.00427756,-0.0445203,-0.00327912,-0.0418398,-0.0337069,-0.00772114,-0.0336874,-0.0330821,-0.034914,-0.0133747,-0.0348264,-0.0230571,-0.0304965,-0.0316757,-0.0282413,-0.0405771,-0.0135705,-0.0305337,-0.0442073,-0.0148719,-0.0200239,-0.00131418,-0.0153613,-0.0167284,-0.0223659,-0.051236,-0.0298804,-0.0149363,-0.0501711,-0.028644,-0.039262,0.00309785,-0.0490705,-0.0195094,-0.0224054,-0.00536855,-0.0225602,0.00395655,-0.0107531,-0.0162153,-0.0317788,-0.0191774,-0.019869,-0.0342254,-0.0319367,-0.024799,-0.009281,-3.90765e-15
-0.0903741,-0.0790246,0.0823509,-0.087015,-0.0354137,0.0838645,0.0953702,0.0988375,-0.0654667,0.0981073,-0.0916802,-0.0854807,0.0899823,-0.0939818,-0.0624392,0.106748,0.102343,-0.0761345,0.110048,-0.120125,-0.106243,-0.127109,0.134997,-0.112014,0.14629,0.127137,-0.136024,0.146326,-0.121667,-0.145966,-0.137455,0.140936,0.141139,-0.120775,-0.0988782,0.148798,0.147871,0.135681,-0.129249,0.146795,-0.111347,0.130955,-0.131853,0.129524,-0.117534,-0.131187,-0.131876,0.121711,-0.118005,-0.0670759,0.11797,0.143314,0.12498,-0.089495,-3.99615e-15
-0.0787153,-0.0663312,0.0307249,-0.0841801,-0.0214529,0.0339777,0.0474866,0.0464416,-0.0443332,0.0593005,-0.053718,-0.0564768,0.0399891,-0.063299,-0.0225874,0.0448359,0.0493493,-0.0279841,0.0508483,-0.0267624,-0.0323347,-0.0312742,0.00464336,0.0058963,-0.00150536,0.0217243,-0.00206196,0.00187649,-0.000361725,-0.0181887,-0.0136028,-0.0197779,-0.00167496,-0.0299442,0.00296946,-0.0103915,-0.0128902,0.0118789,0.00782687,-0.00805311,0.0157248,0.0142032,-0.00692081,0.00377596,0.00920839,-0.0129471,0.00303423,-0.01096,-0.0266775,0.0114944,-0.0231572,-0.0109166,0.00468795,-0.00528633,-4.66923e-15
-0.0218054,-0.0156337,0.0347779,-0.0192714,-0.0341858,0.0293974,0.0152974,0.0277283,-0.0355299,0.0229222,-0.0335895,-0.0454308,0.0108064,-0.039324,-0.0388383,0.0316069,0.0141738,-0.0484785,0.0326362,-0.0383472,-0.034351,-0.0350417,0.0315792,-0.0468968,0.0236561,0.0141571,-0.0422262,0.0171333,-0.0527437,-0.0284268,-0.0187843,0.0100953,0.0110504,-0.0211446,-0.0510217,0.0186451,0.00215999,0.0102598,-0.0492769,0.00979522,-0.0275809,0.00458567,-0.0324123,-0.0016262,-0.0331981,-0.00647886,-0.0406297,0.0125491,-0.0326092,-0.0610982,0.0284685,0.0216945,0.00429974,-0.0356633,-5.65974e-15
-0.0380433,-0.022987,-0.0109252,-0.042835,-0.0433757,-0.0192477,-0.0118922,-0.0082202,-0.0497652,-0.00525161,-0.0480014,-0.0472552,-0.00460068,-0.0401522,-0.0404105,-0.00962715,-0.00781279,-0.0297083,-0.002163,0.000736328,-0.00717004,-0.00937632,-0.0457715,-0.0265368,-0.0408609,-0.032687,-0.0194477,-0.038266,-0.0298506,0.00141822,-0.00810989,-0.0267121,-0.033777,-0.00644067,-0.0380604,-0.0151076,-0.0225982,-0.0460848,-0.0139557,-0.0452966,-0.027289,-0.0409293,-0.0142345,-0.0525055,-0.013984,-0.0161537,-0.00297123,-0.0218031,-0.0210316,-0.0440451,-0.0227015,-0.0319842,-0.027047,-0.0334194,-5.79956e-15
-0.015753,-0.0105628,0.0668544,0.00470994,-0.0460764,0.0538977,0.0417964,0.0471165,-0.0389418,0.0425135,-0.0256481,-0.0108569,0.04246,-0.011653,-0.0464679,0.0614059,0.0634264,-0.0379332,0.044297,0.0116616,0.0120046,0.0126413,0.0253962,0.00425545,0.00561391,0.0181493,0.00166818,0.007841,0.0121754,0.0165734,0.0216439,0.00364354,0.0079841,0.0132632,-0.00554151,0.0223215,-0.00266608,-0.00366815,0.0160522,0.00996887,0.0112671,0.000166318,0.0197132,0.000113172,0.00749621,0.0237033,0.0211074,0.0233205,0.0276278,0.0144032,0.0161043,0.0328643,0.0307946,0.00595891,-1.27963e-15
-0.0234646,-0.0452441,0.0844575,0.00206403,-0.0320086,0.0611282,0.0660464,0.070603,-0.0310982,0.055407,-0.0279613,-0.0171457,0.0501193,-0.00476622,-0.0271853,0.0414717,0.0502807,-0.0211527,0.0500377,-0.0165113,0.00796906,-0.00490426,0.0273242,0.00171974,0.0174749,0.0287678,-0.00549143,0.019224,-0.00838206,0.0124792,0.0011122,0.0370993,0.0403257,0.0180397,-0.000129658,0.0123304,0.0148517,0.0296285,-0.0137246,0.0235563,-0.00971915,0.0232815,-0.0122672,0.0281624,-0.00521833,0.000637495,-0.0100813,0.0282505,0.00078408,-0.0129913,0.0474895,0.0184356,0.0478706,-0.0236193,-1.58836e-15
-0.0141201,-0.0157256,0.0686432,-0.000261616,-0.010785,0.0736542,0.0680424,0.0707945,-0.00471352,0.0771728,-0.00628114,-0.011016,0.0599557,-0.0136522,-0.0249229,0.0748056,0.0500677,-0.0255657,0.0704382,-0.0289509,-0.0308416,-0.0382106,0.0979155,-0.0455298,0.0987712,0.0988978,-0.0603907,0.079731,-0.0391919,-0.052242,-0.0389935,0.109199,0.113353,-0.0311388,-0.0570804,0.113607,0.109362,0.0881105,-0.0649062,0.106999,-0.0613348,0.0956113,-0.0745665,0.0976215,-0.0679995,-0.0496361,-0.0608549,0.100054,-0.0336341,-0.0435446,0.103182,0.102484,0.10278,-0.0587545,-5.73622e-15
-0.0321766,-0.0335688,0.0278123,-0.00662452,-0.0233163,0.0256317,0.0185229,0.00859648,-0.0256617,0.00263428,-0.0177396,-0.0125226,0.0137835,-0.00441444,-0.0173202,0.0129761,0.0227674,-0.0104959,0.0147288,0.000773763,-0.0108151,-0.0174374,0.00536723,-0.027925,0.0241854,0.00755306,-0.0227466,0.0193654,-0.0131687,-0.0244874,-0.0205123,0.01162,0.019162,-0.019154,-0.0126412,0.0059452,0.0210329,0.0187159,-0.013731,0.0203089,-0.0160916,0.00264956,-0.0229932,0.00385868,-0.0101558,-0.0231702,-0.0107776,0.0213358,-0.017743,-0.022171,0.00363216,0.0125534,0.0145303,-0.0234035,-7.13342e-15
